customer_id,signup_date,city,state,zone,rfm_segment
IND_CUST_00074,2024-10-10,Agra,Uttar Pradesh,North,Loyal Customers
IND_CUST_00075,2023-06-13,Nizamabad,Telangana,South,Champions
IND_CUST_00076,2023-09-12,Warangal,Telangana,South,New & Promising
IND_CUST_00077,2024-04-20,Varanasi,Uttar Pradesh,North,New & Promising
IND_CUST_00078,2024-02-21,Mumbai,Maharashtra,West,Loyal Customers
IND_CUST_00079,2023-06-19,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_00080,2023-11-13,Pune,Maharashtra,West,Loyal Customers
IND_CUST_00081,2023-06-23,Surat,Gujarat,West,Loyal Customers
IND_CUST_00082,2024-04-14,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00083,2023-12-11,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00084,2024-03-20,Nagpur,Maharashtra,West,Champions
IND_CUST_00085,2023-01-18,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00086,2023-03-11,Hubballi,Karnataka,South,Potential Loyalists
IND_CUST_00087,2023-12-04,Hyderabad,Telangana,South,Loyal Customers
IND_CUST_00088,2024-09-19,Madurai,Tamil Nadu,South,Potential Loyalists
IND_CUST_00089,2024-08-14,Rajkot,Gujarat,West,Loyal Customers
IND_CUST_00090,2024-06-10,New Delhi,Delhi,North,New & Promising
IND_CUST_00091,2024-03-31,Pune,Maharashtra,West,At Risk
IND_CUST_00092,2023-09-26,Warangal,Telangana,South,New & Promising
IND_CUST_00093,2024-09-22,Kanpur,Uttar Pradesh,North,New & Promising
IND_CUST_00094,2023-07-07,Tiruchirappalli,Tamil Nadu,South,Lost Customers
IND_CUST_00095,2024-07-22,Agra,Uttar Pradesh,North,New & Promising
IND_CUST_00096,2024-06-12,Dwarka,Delhi,North,New & Promising
IND_CUST_00097,2024-03-09,North Delhi,Delhi,North,Lost Customers
IND_CUST_00098,2023-10-15,New Delhi,Delhi,North,Potential Loyalists
IND_CUST_00099,2024-07-20,Nashik,Maharashtra,West,New & Promising
IND_CUST_00100,2024-05-13,Nashik,Maharashtra,West,New & Promising
IND_CUST_00101,2024-03-16,Nashik,Maharashtra,West,New & Promising
IND_CUST_00102,2023-10-30,Tiruchirappalli,Tamil Nadu,South,Lost Customers
IND_CUST_00103,2023-03-28,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00104,2024-03-13,North Delhi,Delhi,North,Champions
IND_CUST_00105,2024-06-24,Durgapur,West Bengal,East,New & Promising
IND_CUST_00106,2023-01-22,Bengaluru,Karnataka,South,Loyal Customers
IND_CUST_00107,2024-07-13,North Delhi,Delhi,North,Loyal Customers
IND_CUST_00108,2024-05-31,Lucknow,Uttar Pradesh,North,New & Promising
IND_CUST_00109,2024-05-17,Bengaluru,Karnataka,South,At Risk
IND_CUST_00110,2024-04-11,Pune,Maharashtra,West,New & Promising
IND_CUST_00111,2023-04-11,Bengaluru,Karnataka,South,Champions
IND_CUST_00112,2024-08-05,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_00113,2023-05-21,Howrah,West Bengal,East,New & Promising
IND_CUST_00114,2023-05-18,Varanasi,Uttar Pradesh,North,Lost Customers
IND_CUST_00115,2024-07-31,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00116,2023-08-16,Vadodara,Gujarat,West,Potential Loyalists
IND_CUST_00117,2023-10-08,Noida,Uttar Pradesh,North,New & Promising
IND_CUST_00118,2024-03-06,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00119,2023-02-09,Howrah,West Bengal,East,New & Promising
IND_CUST_00120,2024-06-02,North Delhi,Delhi,North,New & Promising
IND_CUST_00121,2024-10-24,Agra,Uttar Pradesh,North,Champions
IND_CUST_00122,2023-07-30,Durgapur,West Bengal,East,Lost Customers
IND_CUST_00123,2023-10-29,Mysuru,Karnataka,South,New & Promising
IND_CUST_00124,2023-03-27,Nashik,Maharashtra,West,New & Promising
IND_CUST_00125,2024-02-01,Mysuru,Karnataka,South,New & Promising
IND_CUST_00126,2023-09-10,South Delhi,Delhi,North,New & Promising
IND_CUST_00127,2024-06-16,Lucknow,Uttar Pradesh,North,Champions
IND_CUST_00128,2024-01-16,Surat,Gujarat,West,New & Promising
IND_CUST_00129,2024-03-19,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00130,2023-02-02,South Delhi,Delhi,North,Loyal Customers
IND_CUST_00131,2023-09-17,North Delhi,Delhi,North,Loyal Customers
IND_CUST_00132,2023-08-22,Mysuru,Karnataka,South,New & Promising
IND_CUST_00133,2024-05-29,Nashik,Maharashtra,West,New & Promising
IND_CUST_00134,2023-11-04,Hubballi,Karnataka,South,New & Promising
IND_CUST_00135,2023-03-11,Jodhpur,Rajasthan,North,Lost Customers
IND_CUST_00136,2024-03-29,Mangaluru,Karnataka,South,Loyal Customers
IND_CUST_00137,2024-03-14,Dwarka,Delhi,North,New & Promising
IND_CUST_00138,2023-12-30,Hyderabad,Telangana,South,New & Promising
IND_CUST_00139,2024-04-25,Mangaluru,Karnataka,South,Champions
IND_CUST_00140,2023-05-24,Thiruvananthapuram,Kerala,South,Lost Customers
IND_CUST_00141,2023-01-24,Jaipur,Rajasthan,North,Loyal Customers
IND_CUST_00142,2024-02-29,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00143,2023-06-24,North Delhi,Delhi,North,Loyal Customers
IND_CUST_00144,2023-11-21,Hubballi,Karnataka,South,New & Promising
IND_CUST_00145,2023-12-14,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00146,2023-01-18,Mumbai,Maharashtra,West,Champions
IND_CUST_00147,2023-02-13,Madurai,Tamil Nadu,South,Potential Loyalists
IND_CUST_00148,2023-06-04,North Delhi,Delhi,North,New & Promising
IND_CUST_00149,2024-01-12,Nashik,Maharashtra,West,Champions
IND_CUST_00150,2024-02-06,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00151,2023-08-13,Kolkata,West Bengal,East,Loyal Customers
IND_CUST_00152,2023-08-05,Mangaluru,Karnataka,South,Lost Customers
IND_CUST_00153,2024-07-21,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00154,2023-01-31,Dwarka,Delhi,North,New & Promising
IND_CUST_00155,2023-02-28,Thrissur,Kerala,South,Lost Customers
IND_CUST_00156,2023-12-19,Mysuru,Karnataka,South,New & Promising
IND_CUST_00157,2024-03-20,Nizamabad,Telangana,South,Potential Loyalists
IND_CUST_00158,2023-08-23,Lucknow,Uttar Pradesh,North,Loyal Customers
IND_CUST_00159,2023-04-17,Mysuru,Karnataka,South,New & Promising
IND_CUST_00160,2023-07-10,Hyderabad,Telangana,South,New & Promising
IND_CUST_00161,2024-06-13,Mangaluru,Karnataka,South,Lost Customers
IND_CUST_00162,2024-08-05,Coimbatore,Tamil Nadu,South,Loyal Customers
IND_CUST_00163,2024-07-19,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00164,2023-09-02,North Delhi,Delhi,North,New & Promising
IND_CUST_00165,2023-03-17,Pune,Maharashtra,West,New & Promising
IND_CUST_00166,2024-06-30,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_00167,2023-09-24,Hubballi,Karnataka,South,Champions
IND_CUST_00168,2023-11-13,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_00169,2023-05-01,Pune,Maharashtra,West,New & Promising
IND_CUST_00170,2023-01-25,Chennai,Tamil Nadu,South,Champions
IND_CUST_00171,2024-03-07,Warangal,Telangana,South,New & Promising
IND_CUST_00172,2023-06-09,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00173,2024-08-18,New Delhi,Delhi,North,New & Promising
IND_CUST_00174,2023-04-24,Hubballi,Karnataka,South,New & Promising
IND_CUST_00175,2024-05-16,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00176,2023-06-15,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00177,2023-06-24,Hyderabad,Telangana,South,New & Promising
IND_CUST_00178,2023-01-01,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00179,2023-03-27,Howrah,West Bengal,East,New & Promising
IND_CUST_00180,2024-07-27,Pune,Maharashtra,West,New & Promising
IND_CUST_00181,2023-11-16,Hubballi,Karnataka,South,New & Promising
IND_CUST_00182,2024-02-05,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00183,2024-01-17,Kolkata,West Bengal,East,New & Promising
IND_CUST_00184,2024-09-08,Surat,Gujarat,West,Potential Loyalists
IND_CUST_00185,2023-11-14,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00186,2023-09-07,Nizamabad,Telangana,South,New & Promising
IND_CUST_00187,2024-06-08,Kanpur,Uttar Pradesh,North,Loyal Customers
IND_CUST_00188,2024-07-08,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00189,2024-09-14,New Delhi,Delhi,North,Loyal Customers
IND_CUST_00190,2023-09-13,Mysuru,Karnataka,South,Lost Customers
IND_CUST_00191,2023-11-03,Pune,Maharashtra,West,New & Promising
IND_CUST_00192,2023-05-24,Howrah,West Bengal,East,New & Promising
IND_CUST_00193,2024-10-19,Howrah,West Bengal,East,Champions
IND_CUST_00194,2024-01-26,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00195,2023-06-18,Mangaluru,Karnataka,South,At Risk
IND_CUST_00196,2023-10-25,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_00197,2023-08-21,Warangal,Telangana,South,New & Promising
IND_CUST_00198,2023-09-28,Durgapur,West Bengal,East,New & Promising
IND_CUST_00199,2023-03-01,Ahmedabad,Gujarat,West,Lost Customers
IND_CUST_00200,2023-10-23,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_00201,2024-04-11,Madurai,Tamil Nadu,South,Loyal Customers
IND_CUST_00202,2023-08-23,Nashik,Maharashtra,West,At Risk
IND_CUST_00203,2023-08-22,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00204,2024-01-03,Siliguri,West Bengal,East,Potential Loyalists
IND_CUST_00205,2023-08-20,Coimbatore,Tamil Nadu,South,At Risk
IND_CUST_00206,2024-05-05,Pune,Maharashtra,West,Champions
IND_CUST_00207,2024-09-10,Pune,Maharashtra,West,Champions
IND_CUST_00208,2024-05-17,Hyderabad,Telangana,South,Loyal Customers
IND_CUST_00209,2024-08-14,Nagpur,Maharashtra,West,Loyal Customers
IND_CUST_00210,2024-01-16,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00211,2024-03-03,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00212,2024-10-07,Hyderabad,Telangana,South,Champions
IND_CUST_00213,2023-12-30,Warangal,Telangana,South,New & Promising
IND_CUST_00214,2023-07-21,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00215,2023-05-26,Warangal,Telangana,South,At Risk
IND_CUST_00216,2024-09-30,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00217,2024-04-01,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_00218,2023-05-15,Kanpur,Uttar Pradesh,North,Lost Customers
IND_CUST_00219,2024-09-17,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00220,2023-09-21,Vadodara,Gujarat,West,Lost Customers
IND_CUST_00221,2023-03-05,Nizamabad,Telangana,South,Lost Customers
IND_CUST_00222,2024-05-05,Coimbatore,Tamil Nadu,South,Lost Customers
IND_CUST_00223,2024-10-08,Nashik,Maharashtra,West,Champions
IND_CUST_00224,2023-02-10,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_00225,2023-10-23,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00226,2023-01-03,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00227,2023-04-20,Thiruvananthapuram,Kerala,South,Loyal Customers
IND_CUST_00228,2023-08-09,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00229,2024-01-05,Kolkata,West Bengal,East,New & Promising
IND_CUST_00230,2024-01-03,Tiruchirappalli,Tamil Nadu,South,Champions
IND_CUST_00231,2024-03-11,Lucknow,Uttar Pradesh,North,Loyal Customers
IND_CUST_00232,2023-01-04,New Delhi,Delhi,North,Loyal Customers
IND_CUST_00233,2023-09-01,Tiruchirappalli,Tamil Nadu,South,Potential Loyalists
IND_CUST_00234,2023-06-15,New Delhi,Delhi,North,Lost Customers
IND_CUST_00235,2023-01-26,Pune,Maharashtra,West,Lost Customers
IND_CUST_00236,2024-01-30,Warangal,Telangana,South,Champions
IND_CUST_00237,2024-04-18,Mysuru,Karnataka,South,Champions
IND_CUST_00238,2023-01-17,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00239,2023-04-02,Madurai,Tamil Nadu,South,Loyal Customers
IND_CUST_00240,2024-04-27,Mumbai,Maharashtra,West,Champions
IND_CUST_00241,2024-06-26,Udaipur,Rajasthan,North,New & Promising
IND_CUST_00242,2023-07-24,Jodhpur,Rajasthan,North,New & Promising
IND_CUST_00243,2024-05-16,Durgapur,West Bengal,East,Loyal Customers
IND_CUST_00244,2024-02-04,Hubballi,Karnataka,South,Potential Loyalists
IND_CUST_00245,2023-07-26,Pune,Maharashtra,West,Lost Customers
IND_CUST_00246,2024-09-10,Howrah,West Bengal,East,New & Promising
IND_CUST_00247,2023-05-26,South Delhi,Delhi,North,New & Promising
IND_CUST_00248,2023-04-11,Kota,Rajasthan,North,New & Promising
IND_CUST_00249,2023-08-29,Jodhpur,Rajasthan,North,New & Promising
IND_CUST_00250,2023-06-12,Vadodara,Gujarat,West,Champions
IND_CUST_00251,2023-06-22,Mangaluru,Karnataka,South,At Risk
IND_CUST_00252,2024-05-16,Mangaluru,Karnataka,South,Loyal Customers
IND_CUST_00253,2024-06-30,Surat,Gujarat,West,New & Promising
IND_CUST_00254,2023-10-11,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_00255,2023-12-25,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00256,2024-01-16,Coimbatore,Tamil Nadu,South,Champions
IND_CUST_00257,2024-06-16,Durgapur,West Bengal,East,New & Promising
IND_CUST_00258,2023-06-12,Warangal,Telangana,South,Lost Customers
IND_CUST_00259,2024-08-31,Madurai,Tamil Nadu,South,Champions
IND_CUST_00260,2023-11-03,Mumbai,Maharashtra,West,Potential Loyalists
IND_CUST_00261,2023-12-05,Madurai,Tamil Nadu,South,New & Promising
IND_CUST_00262,2023-02-24,Thiruvananthapuram,Kerala,South,At Risk
IND_CUST_00263,2023-11-29,Pune,Maharashtra,West,New & Promising
IND_CUST_00264,2023-05-07,Dwarka,Delhi,North,New & Promising
IND_CUST_00265,2023-08-31,Rajkot,Gujarat,West,New & Promising
IND_CUST_00266,2024-08-22,Varanasi,Uttar Pradesh,North,Lost Customers
IND_CUST_00267,2024-02-13,Hyderabad,Telangana,South,Champions
IND_CUST_00268,2024-05-17,Nizamabad,Telangana,South,Potential Loyalists
IND_CUST_00269,2024-08-26,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_00270,2023-10-30,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00271,2024-04-08,Agra,Uttar Pradesh,North,Lost Customers
IND_CUST_00272,2023-08-23,Kanpur,Uttar Pradesh,North,Champions
IND_CUST_00273,2023-02-07,Surat,Gujarat,West,At Risk
IND_CUST_00274,2023-05-19,Durgapur,West Bengal,East,Loyal Customers
IND_CUST_00275,2023-07-14,New Delhi,Delhi,North,New & Promising
IND_CUST_00276,2024-06-10,New Delhi,Delhi,North,New & Promising
IND_CUST_00277,2024-10-08,Agra,Uttar Pradesh,North,New & Promising
IND_CUST_00278,2023-01-01,Coimbatore,Tamil Nadu,South,Champions
IND_CUST_00279,2024-07-14,Warangal,Telangana,South,New & Promising
IND_CUST_00280,2023-04-06,Lucknow,Uttar Pradesh,North,Loyal Customers
IND_CUST_00281,2024-02-17,Durgapur,West Bengal,East,New & Promising
IND_CUST_00282,2024-06-21,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00283,2024-03-04,Hubballi,Karnataka,South,Loyal Customers
IND_CUST_00284,2023-08-23,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00285,2023-12-15,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00286,2024-04-25,Nashik,Maharashtra,West,Champions
IND_CUST_00287,2024-01-31,South Delhi,Delhi,North,Potential Loyalists
IND_CUST_00288,2023-12-17,Madurai,Tamil Nadu,South,Lost Customers
IND_CUST_00289,2024-02-20,Hubballi,Karnataka,South,New & Promising
IND_CUST_00290,2023-02-20,Tiruchirappalli,Tamil Nadu,South,Lost Customers
IND_CUST_00291,2023-03-22,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_00292,2023-02-05,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00293,2023-03-08,Surat,Gujarat,West,Lost Customers
IND_CUST_00294,2024-10-02,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00295,2024-10-28,Nashik,Maharashtra,West,New & Promising
IND_CUST_00296,2024-09-14,South Delhi,Delhi,North,New & Promising
IND_CUST_00297,2024-04-25,Varanasi,Uttar Pradesh,North,Champions
IND_CUST_00298,2024-04-12,Pune,Maharashtra,West,New & Promising
IND_CUST_00299,2023-05-22,Chennai,Tamil Nadu,South,Lost Customers
IND_CUST_00300,2023-12-22,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00301,2024-04-15,Nagpur,Maharashtra,West,Champions
IND_CUST_00302,2024-09-12,New Delhi,Delhi,North,New & Promising
IND_CUST_00303,2024-08-13,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00304,2024-03-14,Tiruchirappalli,Tamil Nadu,South,Loyal Customers
IND_CUST_00305,2024-06-14,Hyderabad,Telangana,South,New & Promising
IND_CUST_00306,2023-05-07,Kochi,Kerala,South,At Risk
IND_CUST_00307,2023-07-24,New Delhi,Delhi,North,Lost Customers
IND_CUST_00308,2023-01-29,Hubballi,Karnataka,South,New & Promising
IND_CUST_00309,2024-03-20,Agra,Uttar Pradesh,North,New & Promising
IND_CUST_00310,2024-04-08,Hubballi,Karnataka,South,New & Promising
IND_CUST_00311,2023-10-07,South Delhi,Delhi,North,New & Promising
IND_CUST_00312,2023-05-31,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00313,2023-08-28,Pune,Maharashtra,West,Lost Customers
IND_CUST_00314,2023-09-23,Jaipur,Rajasthan,North,Loyal Customers
IND_CUST_00315,2023-04-15,Vadodara,Gujarat,West,New & Promising
IND_CUST_00316,2024-03-08,Nizamabad,Telangana,South,Champions
IND_CUST_00317,2024-05-11,New Delhi,Delhi,North,Champions
IND_CUST_00318,2024-03-15,Pune,Maharashtra,West,Champions
IND_CUST_00319,2023-06-07,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00320,2023-06-21,Mangaluru,Karnataka,South,Potential Loyalists
IND_CUST_00321,2024-05-08,Tiruchirappalli,Tamil Nadu,South,Champions
IND_CUST_00322,2023-11-07,Warangal,Telangana,South,Loyal Customers
IND_CUST_00323,2024-02-07,Hyderabad,Telangana,South,Champions
IND_CUST_00324,2024-10-30,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00325,2024-10-20,Kota,Rajasthan,North,Loyal Customers
IND_CUST_00326,2024-10-27,Hyderabad,Telangana,South,Champions
IND_CUST_00327,2024-04-07,Tiruchirappalli,Tamil Nadu,South,Potential Loyalists
IND_CUST_00328,2024-01-02,Chennai,Tamil Nadu,South,At Risk
IND_CUST_00329,2024-07-03,Dwarka,Delhi,North,Potential Loyalists
IND_CUST_00330,2024-10-04,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00331,2023-09-12,Mysuru,Karnataka,South,New & Promising
IND_CUST_00332,2023-07-27,Varanasi,Uttar Pradesh,North,Lost Customers
IND_CUST_00333,2024-03-25,Pune,Maharashtra,West,Champions
IND_CUST_00334,2023-04-05,Nashik,Maharashtra,West,Champions
IND_CUST_00335,2024-04-22,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_00336,2023-07-09,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_00337,2024-04-28,Ahmedabad,Gujarat,West,Lost Customers
IND_CUST_00338,2024-06-19,Warangal,Telangana,South,Potential Loyalists
IND_CUST_00339,2024-02-27,North Delhi,Delhi,North,New & Promising
IND_CUST_00340,2024-10-01,Pune,Maharashtra,West,Potential Loyalists
IND_CUST_00341,2024-08-27,New Delhi,Delhi,North,New & Promising
IND_CUST_00342,2023-05-13,South Delhi,Delhi,North,New & Promising
IND_CUST_00343,2023-02-24,Pune,Maharashtra,West,New & Promising
IND_CUST_00344,2024-05-24,New Delhi,Delhi,North,New & Promising
IND_CUST_00345,2024-06-24,Mangaluru,Karnataka,South,At Risk
IND_CUST_00346,2024-02-14,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00347,2023-07-30,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00348,2024-10-27,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00349,2023-10-20,Mysuru,Karnataka,South,New & Promising
IND_CUST_00350,2023-04-25,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00351,2023-09-16,Dwarka,Delhi,North,Lost Customers
IND_CUST_00352,2023-05-02,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_00353,2023-10-26,Hyderabad,Telangana,South,Potential Loyalists
IND_CUST_00354,2024-01-16,Nagpur,Maharashtra,West,Champions
IND_CUST_00355,2024-07-14,Nashik,Maharashtra,West,Champions
IND_CUST_00356,2024-05-15,Chennai,Tamil Nadu,South,Lost Customers
IND_CUST_00357,2023-10-24,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00358,2023-12-28,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00359,2024-08-11,Kota,Rajasthan,North,Potential Loyalists
IND_CUST_00360,2024-04-07,Madurai,Tamil Nadu,South,Lost Customers
IND_CUST_00361,2024-03-13,Mysuru,Karnataka,South,New & Promising
IND_CUST_00362,2023-05-07,Madurai,Tamil Nadu,South,Loyal Customers
IND_CUST_00363,2023-07-16,New Delhi,Delhi,North,New & Promising
IND_CUST_00364,2023-08-09,Madurai,Tamil Nadu,South,New & Promising
IND_CUST_00365,2023-04-01,Jodhpur,Rajasthan,North,New & Promising
IND_CUST_00366,2024-02-15,Hubballi,Karnataka,South,New & Promising
