order_item_id,order_id,product_id,quantity,unit_price_inr,discount_rate,discount_amount_inr,total_price_inr,net_revenue_inr,unit_cost_inr,total_cogs_inr,is_returned,gross_profit_inr,customer_id,order_date,payment_method,order_status,category,retail_price_inr,is_festive_season
IND_ITEM_0000315,IND_ORD_000207,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_03875,2023-04-27,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000376,IND_ORD_000251,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_00941,2023-11-27,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000435,IND_ORD_000289,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_00499,2024-04-14,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000452,IND_ORD_000299,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01493,2024-05-20,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000495,IND_ORD_000324,IND_PROD_029,2,1099.0,0.1,219.8,2198.0,1978.2,320.0,640.0,0,1338.2,IND_CUST_04397,2023-11-13,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000541,IND_ORD_000356,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_04275,2024-11-29,Net Banking,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000598,IND_ORD_000394,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03385,2024-06-13,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000606,IND_ORD_000398,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_01847,2024-05-14,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000640,IND_ORD_000420,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04326,2024-12-24,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000676,IND_ORD_000439,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_00301,2024-07-13,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000716,IND_ORD_000469,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02710,2024-10-05,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000761,IND_ORD_000499,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04082,2023-11-28,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000822,IND_ORD_000538,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00005,2024-04-28,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000863,IND_ORD_000564,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,1,-96.0,IND_CUST_02313,2023-07-06,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000869,IND_ORD_000569,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_00230,2024-10-08,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000871,IND_ORD_000570,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00723,2024-11-27,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000885,IND_ORD_000579,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00059,2023-10-22,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000905,IND_ORD_000594,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_03467,2023-09-25,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000971,IND_ORD_000639,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02118,2024-09-24,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0000988,IND_ORD_000650,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_03320,2023-11-30,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0000993,IND_ORD_000654,IND_PROD_029,2,1099.0,0.1,219.8,2198.0,1978.2,320.0,640.0,0,1338.2,IND_CUST_01640,2023-09-24,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001007,IND_ORD_000665,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_01510,2024-10-19,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001029,IND_ORD_000678,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_00633,2023-03-07,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001056,IND_ORD_000697,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04462,2023-10-07,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001062,IND_ORD_000700,IND_PROD_029,3,1099.0,0.25,824.25,3297.0,2472.75,320.0,960.0,1,-144.0,IND_CUST_04172,2023-03-28,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001103,IND_ORD_000722,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02549,2024-01-22,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001109,IND_ORD_000726,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_03081,2024-05-10,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001152,IND_ORD_000752,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01384,2024-03-06,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001160,IND_ORD_000757,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04911,2024-12-29,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001203,IND_ORD_000785,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02928,2024-10-13,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001226,IND_ORD_000799,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01006,2024-10-10,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001255,IND_ORD_000819,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00963,2024-11-20,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001310,IND_ORD_000853,IND_PROD_029,3,1099.0,0.0,0.0,3297.0,3297.0,320.0,960.0,0,2337.0,IND_CUST_03702,2023-11-22,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001360,IND_ORD_000880,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01990,2024-11-08,UPI (GooglePay/PhonePe/Paytm),Processing,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001450,IND_ORD_000930,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,1,-48.0,IND_CUST_01940,2023-12-18,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001481,IND_ORD_000952,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,1,-48.0,IND_CUST_01786,2024-08-21,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001533,IND_ORD_000985,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_02141,2023-12-02,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001542,IND_ORD_000991,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_01806,2023-10-08,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001567,IND_ORD_001010,IND_PROD_029,2,1099.0,0.2,439.6,2198.0,1758.4,320.0,640.0,0,1118.4,IND_CUST_00673,2023-11-02,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001661,IND_ORD_001064,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_00193,2024-12-29,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001714,IND_ORD_001100,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,1,-48.0,IND_CUST_02949,2024-09-28,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001749,IND_ORD_001123,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02916,2024-02-05,Net Banking,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001758,IND_ORD_001131,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_04187,2024-08-06,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001775,IND_ORD_001140,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_03977,2024-10-14,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001851,IND_ORD_001187,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_01391,2024-03-12,Debit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001890,IND_ORD_001210,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03436,2024-07-26,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001897,IND_ORD_001214,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04669,2023-08-31,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001926,IND_ORD_001233,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_03803,2024-08-22,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0001930,IND_ORD_001236,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01008,2024-11-27,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0001947,IND_ORD_001246,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02928,2024-10-10,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002027,IND_ORD_001302,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04533,2024-06-11,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002046,IND_ORD_001314,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_00272,2024-12-24,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002086,IND_ORD_001344,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,1,-96.0,IND_CUST_01022,2024-08-17,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002099,IND_ORD_001353,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00838,2023-11-28,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002108,IND_ORD_001357,IND_PROD_029,2,1099.0,0.2,439.6,2198.0,1758.4,320.0,640.0,0,1118.4,IND_CUST_01740,2024-11-03,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002134,IND_ORD_001372,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00440,2024-12-02,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002142,IND_ORD_001377,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_00622,2024-01-09,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002146,IND_ORD_001380,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01570,2024-12-04,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002173,IND_ORD_001398,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_00692,2024-01-21,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002191,IND_ORD_001413,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04388,2024-08-25,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002227,IND_ORD_001436,IND_PROD_029,1,1099.0,0.25,274.75,1099.0,824.25,320.0,320.0,1,-48.0,IND_CUST_04711,2024-12-05,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002302,IND_ORD_001484,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_01660,2024-09-06,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002365,IND_ORD_001519,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_02916,2024-04-02,Net Banking,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002492,IND_ORD_001596,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02968,2024-11-25,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002508,IND_ORD_001607,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_04899,2024-10-26,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002570,IND_ORD_001649,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_04531,2024-09-16,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002594,IND_ORD_001665,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_02101,2023-11-16,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002644,IND_ORD_001694,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03320,2023-11-21,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002645,IND_ORD_001695,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_01940,2023-11-26,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002658,IND_ORD_001703,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01414,2023-12-12,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002751,IND_ORD_001763,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_04466,2024-08-27,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002770,IND_ORD_001775,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04378,2024-02-08,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002815,IND_ORD_001801,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_03675,2023-05-20,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002820,IND_ORD_001803,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_04998,2024-11-06,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002832,IND_ORD_001810,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_03980,2023-10-15,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0002851,IND_ORD_001823,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03379,2024-12-28,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002869,IND_ORD_001836,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_03522,2023-09-25,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0002960,IND_ORD_001890,IND_PROD_029,3,1099.0,0.0,0.0,3297.0,3297.0,320.0,960.0,0,2337.0,IND_CUST_02987,2023-11-25,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003024,IND_ORD_001930,IND_PROD_029,3,1099.0,0.1,329.7,3297.0,2967.3,320.0,960.0,0,2007.3,IND_CUST_01990,2024-10-19,Debit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003069,IND_ORD_001956,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00663,2024-09-30,Net Banking,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003128,IND_ORD_001997,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00045,2024-12-07,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003132,IND_ORD_001999,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04866,2024-10-22,UPI (GooglePay/PhonePe/Paytm),Processing,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003179,IND_ORD_002028,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_04469,2023-11-28,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003182,IND_ORD_002031,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03722,2024-09-19,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003206,IND_ORD_002048,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_03214,2023-10-11,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003235,IND_ORD_002068,IND_PROD_029,1,1099.0,0.2,219.8,1099.0,879.2,320.0,320.0,0,559.2,IND_CUST_00752,2024-08-14,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003239,IND_ORD_002071,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03463,2024-01-17,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003267,IND_ORD_002090,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_00259,2024-11-22,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003277,IND_ORD_002096,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_00780,2024-09-19,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003281,IND_ORD_002100,IND_PROD_029,1,1099.0,0.1,109.9,1099.0,989.1,320.0,320.0,0,669.1,IND_CUST_01737,2024-10-19,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003290,IND_ORD_002104,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03680,2024-10-25,Credit Card,Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003329,IND_ORD_002126,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_02080,2024-08-29,Debit Card,Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003335,IND_ORD_002132,IND_PROD_029,2,1099.0,0.0,0.0,2198.0,2198.0,320.0,640.0,0,1558.0,IND_CUST_00195,2023-07-26,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003346,IND_ORD_002138,IND_PROD_029,1,1099.0,0.15,164.85,1099.0,934.15,320.0,320.0,0,614.15,IND_CUST_04219,2024-09-04,Cash on Delivery (COD),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003352,IND_ORD_002142,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_01477,2024-11-18,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,True
IND_ITEM_0003379,IND_ORD_002165,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_00021,2023-06-06,UPI (GooglePay/PhonePe/Paytm),Delivered,"Home, Kitchen & Living",1099.0,False
IND_ITEM_0003396,IND_ORD_002174,IND_PROD_029,1,1099.0,0.0,0.0,1099.0,1099.0,320.0,320.0,0,779.0,IND_CUST_03741,2024-08-19,Debit Card,Delivered,"Home, Kitchen & Living",1099.0,False
